@relation 'mobile_price-weka.filters.unsupervised.attribute.Remove-R1,9,17-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R1,3,5,8,10,11,12,13,14,15-precision6-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Remove-R2-6,8-9,17-18'

@attribute battery_power {0_875,876_1249,1250_1623,1624_max}
@attribute int_memory {0_12,13_22,23_33,34_43,44_53,54_max}
@attribute pc {0_5,6_10,11_15,16_max}
@attribute px_height {0_490,491_980,981_1470,1471_max}
@attribute px_width {0_874,875_1249,1250_1623,1624_max}
@attribute ram {0_1191,1192_2127,2128_3062,3063_max}
@attribute sc_h {0_8,9_12,13_15,16_max}
@attribute talk_time {0_6,7_11,12_15,16_max}
@attribute three_g {no,yes}
@attribute price_category {0,1}

@data
1624_max,23_33,16_max,0_490,1250_1623,2128_3062,16_max,0_6,no,0
1250_1623,13_22,6_10,491_980,875_1249,0_1191,0_8,7_11,yes,0
0_875,23_33,6_10,0_490,0_874,1192_2127,13_15,0_6,yes,0
1624_max,13_22,16_max,0_490,875_1249,1192_2127,0_8,7_11,yes,0
876_1249,44_53,6_10,0_490,1624_max,1192_2127,16_max,12_15,yes,0
0_875,34_43,11_15,0_490,1250_1623,3063_max,13_15,12_15,yes,0
1624_max,0_12,16_max,0_490,0_874,2128_3062,13_15,7_11,yes,0
876_1249,34_43,6_10,491_980,875_1249,1192_2127,0_8,16_max,no,0
1624_max,0_12,16_max,0_490,0_874,3063_max,9_12,7_11,no,1
1624_max,13_22,0_5,0_490,0_874,3063_max,16_max,12_15,yes,1
1250_1623,54_max,6_10,1471_max,1624_max,1192_2127,16_max,0_6,yes,0
1250_1623,44_53,11_15,491_980,0_874,2128_3062,9_12,7_11,no,0
1624_max,0_12,11_15,491_980,1250_1623,1192_2127,0_8,16_max,no,0
0_875,34_43,16_max,0_490,1250_1623,2128_3062,13_15,12_15,yes,0
1250_1623,34_43,6_10,491_980,1250_1623,1192_2127,0_8,16_max,yes,0
876_1249,44_53,11_15,0_490,875_1249,2128_3062,16_max,0_6,yes,0
1250_1623,13_22,0_5,0_490,1624_max,3063_max,0_8,16_max,yes,1
1250_1623,0_12,16_max,491_980,0_874,2128_3062,16_max,7_11,yes,0
1250_1623,13_22,0_5,0_490,875_1249,0_1191,13_15,12_15,yes,0
1250_1623,13_22,0_5,981_1470,1250_1623,3063_max,16_max,0_6,yes,1
1250_1623,23_33,11_15,491_980,1250_1623,3063_max,13_15,7_11,yes,1
1624_max,13_22,11_15,981_1470,1250_1623,1192_2127,9_12,16_max,yes,0
0_875,0_12,11_15,491_980,0_874,3063_max,13_15,0_6,no,0
1250_1623,34_43,0_5,1471_max,1624_max,2128_3062,9_12,16_max,yes,1
1624_max,23_33,16_max,0_490,1250_1623,2128_3062,16_max,16_max,yes,0
1250_1623,54_max,6_10,491_980,875_1249,1192_2127,0_8,16_max,yes,0
876_1249,0_12,11_15,491_980,1624_max,1192_2127,0_8,12_15,yes,0
1250_1623,34_43,0_5,0_490,1250_1623,2128_3062,0_8,7_11,yes,0
876_1249,54_max,16_max,0_490,875_1249,1192_2127,16_max,16_max,yes,0
1624_max,23_33,6_10,491_980,875_1249,0_1191,0_8,16_max,yes,0
876_1249,23_33,16_max,0_490,875_1249,0_1191,16_max,7_11,yes,0
1250_1623,23_33,6_10,491_980,875_1249,0_1191,9_12,7_11,yes,0
1624_max,34_43,11_15,0_490,0_874,0_1191,0_8,7_11,yes,0
0_875,0_12,6_10,0_490,0_874,0_1191,0_8,0_6,no,0
876_1249,34_43,6_10,491_980,875_1249,2128_3062,0_8,7_11,yes,0
1250_1623,0_12,11_15,491_980,1250_1623,1192_2127,9_12,0_6,yes,0
1624_max,13_22,16_max,0_490,1250_1623,1192_2127,16_max,16_max,yes,0
0_875,54_max,6_10,0_490,0_874,3063_max,9_12,16_max,yes,0
0_875,44_53,16_max,981_1470,875_1249,0_1191,9_12,12_15,no,0
0_875,23_33,16_max,491_980,1250_1623,2128_3062,16_max,0_6,yes,0
1250_1623,13_22,0_5,0_490,875_1249,0_1191,16_max,12_15,yes,0
0_875,0_12,11_15,491_980,1624_max,2128_3062,13_15,7_11,yes,0
0_875,34_43,6_10,0_490,0_874,2128_3062,13_15,16_max,yes,0
1250_1623,44_53,6_10,0_490,875_1249,0_1191,0_8,0_6,yes,0
1250_1623,23_33,0_5,0_490,0_874,3063_max,16_max,7_11,yes,1
1250_1623,54_max,0_5,491_980,875_1249,1192_2127,13_15,16_max,yes,0
0_875,23_33,0_5,491_980,875_1249,1192_2127,0_8,0_6,yes,0
876_1249,44_53,0_5,981_1470,1624_max,3063_max,0_8,7_11,yes,1
0_875,54_max,0_5,0_490,0_874,0_1191,16_max,7_11,yes,0
0_875,54_max,6_10,1471_max,1624_max,1192_2127,9_12,0_6,no,0
1624_max,23_33,0_5,981_1470,1250_1623,2128_3062,0_8,12_15,yes,1
1624_max,54_max,6_10,491_980,875_1249,3063_max,16_max,0_6,no,1
1250_1623,44_53,6_10,0_490,1250_1623,0_1191,16_max,16_max,no,0
1624_max,0_12,16_max,0_490,1624_max,0_1191,16_max,12_15,yes,0
876_1249,0_12,16_max,491_980,875_1249,1192_2127,13_15,16_max,yes,0
1624_max,23_33,0_5,491_980,875_1249,1192_2127,16_max,16_max,no,0
0_875,44_53,16_max,981_1470,1250_1623,3063_max,9_12,12_15,yes,1
1250_1623,13_22,16_max,981_1470,1250_1623,2128_3062,0_8,7_11,yes,0
1624_max,54_max,6_10,0_490,0_874,3063_max,13_15,16_max,yes,1
1624_max,44_53,6_10,0_490,1624_max,0_1191,13_15,7_11,yes,0
1624_max,34_43,0_5,981_1470,1624_max,1192_2127,16_max,0_6,yes,0
0_875,13_22,16_max,0_490,1250_1623,2128_3062,16_max,16_max,no,0
1624_max,23_33,6_10,491_980,875_1249,0_1191,9_12,0_6,no,0
1250_1623,0_12,0_5,981_1470,1250_1623,0_1191,16_max,7_11,no,0
876_1249,23_33,0_5,0_490,0_874,0_1191,0_8,12_15,yes,0
876_1249,23_33,6_10,0_490,1624_max,0_1191,9_12,16_max,yes,0
0_875,23_33,6_10,981_1470,1624_max,3063_max,16_max,12_15,yes,1
0_875,13_22,6_10,1471_max,1624_max,0_1191,16_max,16_max,yes,0
1250_1623,23_33,0_5,0_490,0_874,0_1191,9_12,0_6,yes,0
0_875,34_43,16_max,491_980,1250_1623,1192_2127,16_max,0_6,yes,0
1250_1623,13_22,6_10,981_1470,1624_max,3063_max,16_max,16_max,yes,1
876_1249,54_max,6_10,0_490,1624_max,1192_2127,0_8,0_6,yes,0
876_1249,13_22,6_10,0_490,1624_max,2128_3062,16_max,7_11,yes,0
1250_1623,23_33,16_max,491_980,875_1249,2128_3062,0_8,0_6,yes,0
1250_1623,34_43,0_5,491_980,875_1249,0_1191,0_8,16_max,no,0
1624_max,13_22,6_10,0_490,0_874,1192_2127,9_12,7_11,no,0
1624_max,54_max,16_max,0_490,875_1249,1192_2127,9_12,16_max,no,0
1250_1623,54_max,6_10,0_490,875_1249,2128_3062,16_max,7_11,yes,0
1624_max,23_33,0_5,0_490,0_874,0_1191,16_max,16_max,yes,0
0_875,54_max,6_10,491_980,875_1249,0_1191,9_12,12_15,yes,0
0_875,13_22,6_10,0_490,875_1249,2128_3062,0_8,12_15,yes,0
0_875,23_33,0_5,491_980,1250_1623,2128_3062,9_12,7_11,no,0
876_1249,13_22,16_max,491_980,875_1249,0_1191,16_max,16_max,yes,0
1250_1623,0_12,11_15,981_1470,1624_max,2128_3062,9_12,12_15,yes,0
1250_1623,23_33,0_5,1471_max,1250_1623,1192_2127,9_12,12_15,no,0
1624_max,13_22,11_15,0_490,875_1249,1192_2127,16_max,16_max,yes,0
1250_1623,0_12,16_max,491_980,875_1249,0_1191,9_12,16_max,yes,0
1624_max,44_53,16_max,491_980,1624_max,0_1191,9_12,0_6,yes,0
876_1249,44_53,0_5,0_490,875_1249,3063_max,16_max,7_11,yes,1
0_875,54_max,0_5,0_490,0_874,1192_2127,16_max,16_max,no,0
876_1249,13_22,6_10,981_1470,1250_1623,0_1191,16_max,16_max,no,0
0_875,0_12,6_10,0_490,0_874,3063_max,9_12,12_15,yes,0
876_1249,34_43,0_5,0_490,875_1249,2128_3062,13_15,16_max,yes,0
1250_1623,54_max,0_5,0_490,1250_1623,3063_max,16_max,0_6,yes,1
1250_1623,0_12,6_10,491_980,1250_1623,1192_2127,9_12,12_15,yes,0
1250_1623,13_22,6_10,491_980,1624_max,0_1191,9_12,16_max,no,0
1250_1623,34_43,16_max,491_980,875_1249,1192_2127,16_max,16_max,no,0
1250_1623,0_12,0_5,491_980,1624_max,1192_2127,9_12,12_15,yes,0
1624_max,0_12,16_max,0_490,1250_1623,1192_2127,0_8,16_max,yes,0
1250_1623,34_43,16_max,491_980,0_874,1192_2127,16_max,0_6,no,0
1624_max,44_53,0_5,981_1470,1250_1623,1192_2127,9_12,7_11,yes,0
1250_1623,23_33,6_10,981_1470,1624_max,3063_max,16_max,0_6,yes,1
0_875,13_22,11_15,0_490,1250_1623,1192_2127,9_12,12_15,yes,0
0_875,23_33,0_5,491_980,1624_max,3063_max,0_8,7_11,yes,1
1624_max,23_33,0_5,0_490,875_1249,0_1191,16_max,16_max,yes,0
0_875,34_43,16_max,0_490,1624_max,1192_2127,9_12,7_11,no,0
0_875,13_22,6_10,981_1470,1250_1623,0_1191,13_15,16_max,no,0
1624_max,13_22,6_10,0_490,1250_1623,0_1191,13_15,16_max,no,0
876_1249,23_33,16_max,491_980,1250_1623,0_1191,9_12,7_11,yes,0
876_1249,13_22,6_10,0_490,875_1249,0_1191,16_max,7_11,yes,0
876_1249,13_22,16_max,0_490,875_1249,3063_max,16_max,16_max,yes,1
0_875,54_max,0_5,0_490,0_874,3063_max,0_8,7_11,yes,0
876_1249,44_53,6_10,0_490,0_874,1192_2127,13_15,16_max,no,0
876_1249,23_33,0_5,0_490,0_874,0_1191,0_8,16_max,yes,0
876_1249,13_22,11_15,0_490,875_1249,2128_3062,9_12,16_max,no,0
0_875,0_12,6_10,491_980,0_874,2128_3062,16_max,16_max,yes,0
876_1249,0_12,6_10,491_980,0_874,0_1191,9_12,0_6,no,0
876_1249,0_12,16_max,0_490,0_874,0_1191,9_12,16_max,yes,0
1250_1623,44_53,0_5,0_490,875_1249,1192_2127,0_8,16_max,yes,0
0_875,44_53,16_max,1471_max,1624_max,2128_3062,0_8,16_max,no,0
876_1249,54_max,6_10,491_980,875_1249,0_1191,16_max,12_15,yes,0
0_875,0_12,0_5,0_490,1624_max,2128_3062,16_max,16_max,yes,0
1250_1623,23_33,0_5,1471_max,1624_max,0_1191,9_12,7_11,no,0
1250_1623,44_53,6_10,0_490,0_874,2128_3062,0_8,7_11,no,0
0_875,13_22,6_10,0_490,1250_1623,1192_2127,13_15,16_max,yes,0
0_875,54_max,0_5,0_490,0_874,2128_3062,0_8,16_max,yes,0
1250_1623,44_53,16_max,1471_max,1624_max,1192_2127,9_12,0_6,no,0
0_875,23_33,6_10,1471_max,1250_1623,1192_2127,9_12,16_max,no,0
1250_1623,34_43,16_max,491_980,875_1249,1192_2127,9_12,12_15,yes,0
1624_max,0_12,11_15,491_980,1250_1623,2128_3062,16_max,16_max,no,1
1624_max,23_33,6_10,0_490,0_874,3063_max,0_8,16_max,no,1
876_1249,0_12,0_5,981_1470,1624_max,0_1191,9_12,0_6,yes,0
1624_max,44_53,11_15,981_1470,1250_1623,3063_max,16_max,0_6,yes,1
876_1249,23_33,11_15,981_1470,875_1249,2128_3062,16_max,12_15,yes,0
0_875,13_22,6_10,981_1470,1624_max,0_1191,13_15,7_11,yes,0
0_875,23_33,6_10,981_1470,1624_max,1192_2127,0_8,0_6,no,0
876_1249,34_43,6_10,981_1470,1250_1623,2128_3062,9_12,12_15,yes,0
1250_1623,0_12,16_max,0_490,875_1249,3063_max,9_12,0_6,yes,1
1250_1623,23_33,0_5,0_490,1624_max,3063_max,9_12,7_11,yes,1
0_875,34_43,16_max,0_490,875_1249,1192_2127,16_max,0_6,yes,0
1250_1623,13_22,0_5,0_490,1250_1623,1192_2127,16_max,16_max,yes,0
0_875,0_12,6_10,1471_max,1624_max,0_1191,13_15,16_max,yes,0
1250_1623,54_max,16_max,1471_max,1624_max,0_1191,16_max,0_6,no,0
0_875,0_12,0_5,1471_max,1624_max,0_1191,16_max,12_15,yes,0
1250_1623,23_33,16_max,0_490,0_874,3063_max,13_15,16_max,no,1
876_1249,0_12,11_15,491_980,875_1249,1192_2127,9_12,12_15,yes,0
1624_max,0_12,11_15,0_490,0_874,2128_3062,16_max,7_11,yes,0
876_1249,34_43,0_5,0_490,0_874,0_1191,0_8,7_11,yes,0
1250_1623,44_53,6_10,0_490,875_1249,2128_3062,0_8,12_15,yes,0
1624_max,54_max,11_15,0_490,0_874,3063_max,13_15,0_6,yes,1
0_875,0_12,16_max,981_1470,1250_1623,1192_2127,0_8,16_max,yes,0
1624_max,34_43,11_15,0_490,1624_max,3063_max,13_15,16_max,yes,1
0_875,23_33,11_15,0_490,0_874,2128_3062,13_15,16_max,yes,0
0_875,44_53,6_10,491_980,0_874,2128_3062,13_15,0_6,yes,0
1624_max,0_12,11_15,0_490,0_874,2128_3062,0_8,0_6,yes,0
0_875,13_22,0_5,491_980,875_1249,0_1191,9_12,7_11,yes,0
876_1249,13_22,6_10,981_1470,1624_max,1192_2127,9_12,16_max,yes,0
0_875,0_12,11_15,981_1470,1624_max,2128_3062,16_max,12_15,yes,0
876_1249,34_43,11_15,981_1470,1250_1623,3063_max,16_max,7_11,yes,1
0_875,0_12,6_10,491_980,1624_max,0_1191,0_8,12_15,yes,0
876_1249,0_12,11_15,0_490,0_874,2128_3062,0_8,0_6,no,0
1624_max,0_12,11_15,0_490,875_1249,3063_max,9_12,16_max,yes,1
876_1249,23_33,11_15,491_980,1250_1623,0_1191,0_8,7_11,yes,0
876_1249,44_53,11_15,0_490,875_1249,0_1191,0_8,0_6,yes,0
0_875,23_33,0_5,0_490,1250_1623,1192_2127,0_8,0_6,yes,0
1250_1623,13_22,6_10,0_490,875_1249,0_1191,0_8,7_11,yes,0
1624_max,34_43,16_max,491_980,875_1249,0_1191,0_8,16_max,yes,0
1250_1623,13_22,6_10,491_980,0_874,3063_max,0_8,12_15,yes,1
876_1249,54_max,6_10,0_490,0_874,1192_2127,16_max,0_6,yes,0
1624_max,34_43,6_10,0_490,1250_1623,1192_2127,9_12,0_6,yes,0
876_1249,54_max,11_15,0_490,1250_1623,2128_3062,16_max,0_6,yes,0
1624_max,13_22,0_5,981_1470,1624_max,1192_2127,13_15,16_max,yes,0
876_1249,13_22,0_5,0_490,0_874,2128_3062,16_max,7_11,yes,0
1624_max,54_max,6_10,491_980,0_874,1192_2127,13_15,12_15,yes,0
1624_max,0_12,16_max,491_980,1624_max,3063_max,0_8,0_6,yes,1
0_875,0_12,6_10,491_980,1250_1623,0_1191,0_8,16_max,yes,0
0_875,34_43,16_max,0_490,0_874,2128_3062,9_12,16_max,yes,0
1250_1623,0_12,16_max,491_980,0_874,2128_3062,0_8,16_max,yes,0
1250_1623,23_33,16_max,491_980,1250_1623,2128_3062,13_15,16_max,yes,0
1624_max,44_53,0_5,0_490,0_874,2128_3062,0_8,7_11,yes,1
0_875,34_43,16_max,0_490,0_874,2128_3062,0_8,12_15,yes,0
876_1249,0_12,6_10,0_490,0_874,1192_2127,9_12,16_max,yes,0
1624_max,34_43,6_10,491_980,1624_max,3063_max,16_max,12_15,no,1
1250_1623,13_22,6_10,981_1470,875_1249,0_1191,16_max,7_11,yes,0
0_875,23_33,16_max,981_1470,1250_1623,1192_2127,9_12,16_max,yes,0
0_875,13_22,16_max,491_980,0_874,1192_2127,16_max,0_6,yes,0
876_1249,34_43,16_max,0_490,0_874,2128_3062,0_8,7_11,yes,0
876_1249,13_22,0_5,1471_max,1624_max,2128_3062,16_max,7_11,no,1
0_875,13_22,0_5,491_980,1624_max,3063_max,13_15,7_11,yes,1
1250_1623,54_max,0_5,0_490,0_874,3063_max,0_8,7_11,yes,1
1624_max,23_33,16_max,0_490,875_1249,3063_max,16_max,0_6,no,1
876_1249,23_33,6_10,491_980,875_1249,1192_2127,16_max,16_max,yes,0
0_875,54_max,16_max,981_1470,875_1249,1192_2127,13_15,0_6,yes,0
1624_max,34_43,0_5,491_980,875_1249,0_1191,13_15,0_6,yes,0
876_1249,44_53,6_10,0_490,0_874,1192_2127,9_12,12_15,yes,0
1250_1623,0_12,16_max,491_980,1624_max,2128_3062,16_max,12_15,yes,0
876_1249,54_max,0_5,491_980,0_874,2128_3062,9_12,16_max,yes,0
1624_max,0_12,6_10,981_1470,1250_1623,2128_3062,0_8,16_max,yes,1
876_1249,23_33,6_10,1471_max,1624_max,1192_2127,16_max,12_15,yes,0
1624_max,54_max,6_10,1471_max,1624_max,0_1191,13_15,7_11,no,0
0_875,54_max,11_15,0_490,1250_1623,0_1191,16_max,7_11,yes,0
1624_max,0_12,0_5,981_1470,1250_1623,3063_max,13_15,12_15,yes,1
876_1249,54_max,16_max,1471_max,1624_max,3063_max,9_12,12_15,no,1
0_875,34_43,6_10,491_980,1624_max,0_1191,9_12,0_6,yes,0
0_875,0_12,11_15,491_980,1624_max,3063_max,0_8,0_6,yes,0
0_875,0_12,11_15,0_490,875_1249,3063_max,16_max,7_11,yes,0
1250_1623,54_max,6_10,0_490,0_874,1192_2127,13_15,16_max,no,0
0_875,13_22,11_15,0_490,1624_max,2128_3062,9_12,16_max,yes,0
876_1249,13_22,16_max,0_490,1250_1623,2128_3062,13_15,16_max,no,0
0_875,23_33,6_10,0_490,0_874,0_1191,16_max,12_15,yes,0
1624_max,0_12,6_10,0_490,1250_1623,1192_2127,9_12,16_max,yes,0
0_875,13_22,16_max,981_1470,1250_1623,3063_max,13_15,7_11,yes,1
1624_max,23_33,16_max,0_490,875_1249,2128_3062,16_max,16_max,yes,1
0_875,44_53,6_10,981_1470,1250_1623,3063_max,13_15,7_11,yes,1
1250_1623,34_43,0_5,0_490,875_1249,2128_3062,9_12,12_15,yes,0
1624_max,13_22,6_10,0_490,0_874,2128_3062,9_12,7_11,yes,0
1624_max,13_22,16_max,1471_max,1624_max,2128_3062,13_15,12_15,no,1
1250_1623,23_33,6_10,0_490,875_1249,3063_max,13_15,0_6,yes,0
1250_1623,13_22,0_5,0_490,1250_1623,2128_3062,16_max,16_max,yes,0
1624_max,44_53,16_max,491_980,1250_1623,0_1191,0_8,16_max,yes,0
1250_1623,34_43,0_5,0_490,0_874,2128_3062,0_8,0_6,yes,0
1624_max,23_33,16_max,0_490,0_874,1192_2127,0_8,12_15,yes,0
1250_1623,54_max,0_5,981_1470,1624_max,1192_2127,13_15,0_6,no,0
876_1249,13_22,0_5,0_490,1250_1623,1192_2127,16_max,0_6,yes,0
1624_max,34_43,16_max,981_1470,1624_max,0_1191,16_max,16_max,yes,0
876_1249,34_43,0_5,981_1470,1250_1623,0_1191,9_12,16_max,yes,0
0_875,34_43,0_5,491_980,875_1249,3063_max,13_15,16_max,yes,1
876_1249,23_33,0_5,0_490,875_1249,2128_3062,0_8,12_15,no,0
0_875,54_max,16_max,981_1470,1624_max,0_1191,13_15,16_max,yes,0
0_875,0_12,16_max,491_980,1250_1623,2128_3062,13_15,0_6,yes,0
1624_max,23_33,6_10,491_980,875_1249,2128_3062,0_8,7_11,yes,0
876_1249,13_22,0_5,981_1470,1624_max,2128_3062,16_max,0_6,yes,0
1250_1623,44_53,6_10,491_980,0_874,2128_3062,16_max,0_6,yes,0
876_1249,23_33,0_5,0_490,0_874,2128_3062,0_8,12_15,yes,0
1250_1623,23_33,11_15,0_490,1250_1623,0_1191,0_8,12_15,yes,0
876_1249,34_43,0_5,491_980,0_874,1192_2127,16_max,7_11,yes,0
1250_1623,0_12,6_10,0_490,0_874,0_1191,0_8,7_11,yes,0
876_1249,13_22,0_5,491_980,875_1249,2128_3062,13_15,7_11,yes,0
0_875,13_22,0_5,491_980,875_1249,3063_max,16_max,16_max,yes,0
1250_1623,0_12,16_max,491_980,875_1249,1192_2127,13_15,16_max,yes,0
1250_1623,23_33,6_10,981_1470,1250_1623,0_1191,9_12,16_max,yes,0
1250_1623,34_43,6_10,0_490,0_874,3063_max,0_8,7_11,yes,1
876_1249,13_22,11_15,0_490,1250_1623,3063_max,0_8,0_6,no,0
0_875,34_43,0_5,0_490,875_1249,0_1191,9_12,0_6,yes,0
1624_max,54_max,11_15,491_980,1624_max,3063_max,16_max,12_15,yes,1
0_875,34_43,0_5,0_490,1624_max,2128_3062,9_12,16_max,yes,0
876_1249,0_12,0_5,491_980,1624_max,0_1191,9_12,12_15,yes,0
876_1249,44_53,16_max,491_980,1624_max,1192_2127,0_8,7_11,no,0
1624_max,23_33,0_5,0_490,875_1249,1192_2127,16_max,7_11,yes,0
1624_max,13_22,16_max,0_490,1624_max,1192_2127,16_max,0_6,yes,0
1624_max,54_max,6_10,491_980,0_874,0_1191,16_max,0_6,yes,0
876_1249,13_22,0_5,0_490,1624_max,0_1191,16_max,0_6,no,0
876_1249,13_22,16_max,0_490,0_874,0_1191,0_8,7_11,no,0
876_1249,13_22,0_5,0_490,875_1249,2128_3062,16_max,0_6,yes,0
1624_max,44_53,6_10,491_980,0_874,0_1191,0_8,0_6,no,0
1624_max,0_12,11_15,491_980,875_1249,3063_max,9_12,7_11,yes,1
0_875,23_33,11_15,0_490,1624_max,1192_2127,0_8,0_6,no,0
876_1249,23_33,11_15,981_1470,1250_1623,1192_2127,9_12,0_6,yes,0
1624_max,34_43,11_15,491_980,1624_max,1192_2127,16_max,12_15,no,0
1624_max,0_12,6_10,491_980,875_1249,3063_max,0_8,16_max,yes,1
1624_max,34_43,11_15,491_980,1624_max,3063_max,0_8,7_11,yes,1
1624_max,0_12,11_15,0_490,1250_1623,2128_3062,0_8,12_15,no,0
0_875,54_max,16_max,491_980,1250_1623,1192_2127,16_max,16_max,no,0
1624_max,0_12,0_5,0_490,1250_1623,2128_3062,9_12,7_11,yes,0
0_875,34_43,16_max,491_980,875_1249,1192_2127,9_12,7_11,yes,0
876_1249,23_33,11_15,1471_max,1624_max,1192_2127,0_8,0_6,yes,0
0_875,0_12,0_5,0_490,1624_max,3063_max,9_12,12_15,yes,1
0_875,0_12,0_5,0_490,1250_1623,0_1191,9_12,12_15,yes,0
1624_max,44_53,0_5,0_490,875_1249,2128_3062,0_8,7_11,yes,0
876_1249,54_max,11_15,0_490,0_874,3063_max,0_8,7_11,yes,1
1624_max,34_43,16_max,0_490,0_874,1192_2127,16_max,16_max,yes,0
1250_1623,23_33,6_10,981_1470,1250_1623,0_1191,13_15,16_max,yes,0
1250_1623,23_33,16_max,491_980,875_1249,3063_max,13_15,7_11,yes,1
876_1249,34_43,16_max,0_490,1624_max,1192_2127,9_12,16_max,yes,0
876_1249,0_12,16_max,491_980,1250_1623,0_1191,0_8,16_max,no,0
0_875,23_33,11_15,0_490,0_874,3063_max,16_max,12_15,no,0
0_875,13_22,0_5,0_490,0_874,2128_3062,16_max,16_max,no,0
0_875,23_33,0_5,981_1470,1624_max,2128_3062,9_12,16_max,yes,0
876_1249,13_22,6_10,981_1470,1624_max,1192_2127,9_12,12_15,yes,0
876_1249,54_max,16_max,491_980,0_874,3063_max,9_12,7_11,yes,0
1624_max,44_53,16_max,491_980,1250_1623,2128_3062,16_max,0_6,yes,1
1250_1623,13_22,11_15,491_980,875_1249,2128_3062,16_max,0_6,no,0
1250_1623,0_12,11_15,0_490,875_1249,3063_max,0_8,0_6,yes,1
1624_max,34_43,0_5,0_490,875_1249,2128_3062,13_15,0_6,yes,0
876_1249,34_43,6_10,491_980,1624_max,3063_max,13_15,7_11,yes,1
876_1249,23_33,16_max,1471_max,1624_max,3063_max,16_max,16_max,yes,1
1624_max,34_43,16_max,0_490,0_874,3063_max,9_12,16_max,yes,1
0_875,34_43,11_15,981_1470,1624_max,3063_max,16_max,0_6,yes,1
0_875,44_53,6_10,0_490,875_1249,2128_3062,0_8,16_max,yes,0
1624_max,44_53,6_10,0_490,1624_max,1192_2127,13_15,16_max,yes,0
0_875,13_22,0_5,491_980,0_874,3063_max,13_15,16_max,yes,0
876_1249,13_22,16_max,491_980,1250_1623,3063_max,13_15,16_max,no,1
876_1249,34_43,6_10,0_490,875_1249,1192_2127,16_max,0_6,yes,0
1624_max,54_max,0_5,0_490,875_1249,0_1191,9_12,7_11,yes,0
0_875,34_43,6_10,0_490,1624_max,1192_2127,0_8,7_11,yes,0
876_1249,54_max,11_15,0_490,0_874,0_1191,0_8,16_max,yes,0
0_875,0_12,11_15,0_490,0_874,0_1191,0_8,7_11,yes,0
0_875,13_22,11_15,0_490,875_1249,3063_max,13_15,12_15,no,1
876_1249,54_max,11_15,0_490,1624_max,3063_max,0_8,7_11,yes,0
876_1249,23_33,11_15,491_980,0_874,1192_2127,0_8,12_15,yes,0
876_1249,34_43,11_15,491_980,0_874,0_1191,13_15,16_max,yes,0
0_875,13_22,6_10,981_1470,1250_1623,3063_max,16_max,16_max,yes,1
1250_1623,44_53,0_5,491_980,875_1249,3063_max,16_max,0_6,no,1
1250_1623,44_53,11_15,0_490,0_874,1192_2127,13_15,0_6,yes,0
876_1249,23_33,16_max,0_490,0_874,0_1191,0_8,16_max,yes,0
1624_max,54_max,6_10,0_490,0_874,3063_max,0_8,0_6,yes,1
1250_1623,0_12,11_15,491_980,1624_max,1192_2127,13_15,7_11,yes,0
1624_max,44_53,11_15,0_490,875_1249,1192_2127,0_8,7_11,yes,0
0_875,0_12,6_10,981_1470,1624_max,2128_3062,9_12,7_11,no,0
1624_max,0_12,0_5,981_1470,1624_max,3063_max,9_12,0_6,yes,1
1250_1623,34_43,16_max,0_490,875_1249,2128_3062,9_12,16_max,no,0
876_1249,54_max,11_15,0_490,0_874,2128_3062,13_15,16_max,yes,0
876_1249,13_22,16_max,0_490,1624_max,3063_max,13_15,12_15,yes,1
1624_max,0_12,16_max,0_490,1624_max,1192_2127,13_15,0_6,yes,0
876_1249,44_53,6_10,0_490,0_874,2128_3062,9_12,0_6,yes,0
1624_max,0_12,0_5,491_980,1624_max,0_1191,16_max,0_6,yes,0
0_875,54_max,0_5,981_1470,875_1249,1192_2127,16_max,7_11,yes,0
0_875,23_33,16_max,491_980,875_1249,0_1191,16_max,7_11,yes,0
0_875,54_max,11_15,0_490,0_874,3063_max,16_max,12_15,yes,0
1250_1623,0_12,0_5,491_980,875_1249,1192_2127,16_max,0_6,no,0
1624_max,0_12,11_15,491_980,0_874,0_1191,0_8,7_11,no,0
1250_1623,44_53,6_10,981_1470,1624_max,1192_2127,9_12,0_6,yes,0
0_875,0_12,6_10,491_980,1624_max,0_1191,0_8,0_6,yes,0
876_1249,34_43,0_5,981_1470,1624_max,3063_max,13_15,7_11,no,1
1624_max,54_max,16_max,0_490,1250_1623,0_1191,0_8,0_6,no,0
1624_max,54_max,16_max,981_1470,1250_1623,2128_3062,0_8,16_max,no,1
876_1249,23_33,16_max,0_490,1624_max,1192_2127,9_12,16_max,yes,0
876_1249,13_22,16_max,491_980,875_1249,2128_3062,16_max,12_15,yes,0
1624_max,34_43,11_15,0_490,1250_1623,3063_max,16_max,7_11,yes,1
0_875,54_max,6_10,491_980,1250_1623,3063_max,0_8,0_6,no,1
1250_1623,0_12,16_max,0_490,0_874,2128_3062,0_8,12_15,yes,0
1624_max,13_22,11_15,491_980,875_1249,0_1191,13_15,12_15,yes,0
1624_max,0_12,6_10,1471_max,1624_max,0_1191,16_max,12_15,no,0
1250_1623,13_22,0_5,981_1470,1250_1623,3063_max,9_12,7_11,no,1
1250_1623,54_max,6_10,981_1470,1250_1623,1192_2127,16_max,7_11,yes,0
