id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
1046,1057,no,2.1,no,4,0,5,0.5,154,5,13,416,1055,3705,6,4,13,Yes,0,no,1
1047,576,no,1.2,Not,1,0,30,0.8,162,8,5,847,893,2800,11,6,16,no,1,YES,0
1048,1960,yes,2.1,no,1,0,7,0.2,165,7,9,868,877,3773,11,9,6,no,1,Yes,1
1049,673,Yes,1.7,yes,3,1,22,0.1,88,1,5,594,1088,2050,7,2,17,yes,1,no,0
1050,718,NO,0.7,yes,0,1,21,0.8,88,1,7,518,830,1754,17,11,9,yes,0,yes,0
1051,864,no,1.7,no,3,1,35,0.3,103,3,7,663,1805,1904,12,8,13,Yes,1,yes,0
1052,547,not,1.9,yes,1,0,37,0.4,154,5,4,371,541,2705,17,3,10,yes,1,no,0
1053,623,Yes,0.9,No,1,1,3,0.1,102,8,7,1749,1781,3537,16,13,3,yes,0,yes,1
1054,1793,Not,0.7,Yes,11,0,27,0.4,154,5,13,586,722,1370,16,3,19,yes,0,yes,0
1055,1720,YES,0.7,yes,0,0,19,0.1,137,2,3,409,646,1222,13,2,7,No,0,no,0
1056,812,No,0.5,Yes,1,0,64,1,106,4,7,35,1309,3102,6,0,2,no,0,NO,0
1057,980,yes,0.5,no,0,1,33,0.9,160,6,0,1008,1758,2268,7,5,4,yes,1,no,0
1058,643,NO,1,no,9,1,18,0.2,187,8,12,442,1079,2648,7,5,18,yes,1,yes,0
1059,1925,no,3,has,0,1,16,0.8,175,8,11,983,1087,2173,7,3,19,yes,1,no,0
1060,1408,yes,2.5,no,3,0,32,0.1,151,4,6,875,982,3162,19,18,3,yes,0,no,1
1061,1522,Yes,0.7,yes,4,0,28,0.2,124,1,5,952,1191,1368,14,5,17,YES,0,yes,0
1062,587,yes,2.5,no,16,1,51,0.6,111,1,17,244,1361,2746,10,4,7,yes,0,yes,0
1063,1959,NO,0.5,yes,5,0,18,0.7,191,6,20,65,1055,619,7,4,8,yes,1,yes,0
1064,1872,No,0.5,Yes,3,0,17,0.7,89,6,6,1749,1767,724,17,3,9,Has,0,yes,0
1065,1043,yes,0.5,NO,7,0,42,0.1,111,3,8,716,1626,912,16,9,6,no,1,no,0
1066,1809,no,0.5,not,6,0,23,0.7,123,6,19,433,1661,2784,12,6,20,yes,1,yes,1
1067,1703,yes,0.5,No,5,1,23,0.2,92,6,7,134,521,793,7,3,17,yes,1,no,0
1068,1095,yes,0.5,not,4,0,45,0.5,197,1,5,179,1247,560,9,1,10,yes,1,no,0
1069,1414,no,2.6,no,1,0,27,0.6,137,4,20,804,1564,312,5,2,8,no,0,yes,0
1070,1659,yes,2.5,no,2,0,41,0.1,88,7,18,787,1515,545,12,0,9,no,1,yes,0
1071,1540,no,0.7,has,1,0,60,0.8,197,7,12,704,822,1591,19,0,2,Yes,0,yes,0
1072,1342,no,1,no,0,1,31,0.6,86,7,1,991,1638,2746,15,5,10,YES,1,no,1
1073,1189,yes,2.3,no,13,0,8,0.5,198,3,14,379,932,893,9,6,13,Yes,1,No,0
1074,518,yes,2.4,No,0,1,62,0.6,128,6,0,489,710,2514,16,12,7,yes,1,yes,0
1075,1449,NO,0.8,YES,3,1,10,0.2,144,1,12,1518,1883,1032,10,0,8,YES,1,yes,0
1076,516,Not,1.1,Has,0,1,39,0.4,91,5,7,855,1401,819,8,0,10,yes,1,yes,0
1077,1569,no,0.8,yes,8,0,59,0.9,111,3,16,1261,1383,3672,15,2,15,Has,0,yes,1
1078,1312,yes,0.8,yes,0,0,24,0.9,156,6,0,115,1791,3833,14,13,17,not,1,no,1
1079,1893,YES,0.5,yes,1,0,23,0.1,179,8,3,1203,1432,1482,15,7,17,NO,1,no,0
1080,1076,No,2.5,no,3,0,14,0.2,105,5,4,545,1300,2043,7,5,14,no,0,no,0
1081,530,yes,2.6,No,1,0,40,0.9,118,6,2,818,1090,1229,16,11,2,no,1,no,0
1082,1044,yes,2.8,yes,7,0,33,0.6,129,4,13,42,1262,1816,17,16,15,yes,0,yes,0
1083,1330,No,1.1,NO,11,0,37,0.7,126,7,20,1103,1637,2166,10,1,4,yes,0,no,0
1084,1836,no,1.1,yes,0,0,14,0.7,104,5,1,168,1068,2469,18,6,7,Yes,1,YES,0
1085,1741,YES,0.5,no,1,1,55,0.1,140,5,3,719,755,2575,13,10,7,yes,1,yes,0
1086,1869,no,2.6,No,0,1,30,0.4,152,1,13,163,874,1375,15,3,19,Yes,0,No,0
1087,1331,no,0.5,NO,8,0,55,0.9,146,3,15,1162,1531,1732,6,2,11,Has,0,has,0
1088,1655,yes,0.5,yes,6,1,4,0.1,105,3,12,626,1348,673,10,3,12,Yes,0,No,0
1089,605,No,1.5,no,9,1,18,0.9,162,2,14,329,656,2301,15,9,8,yes,0,Not,0
1090,1245,yes,0.6,no,2,0,30,0.7,105,5,3,330,1434,2676,17,8,7,yes,0,no,0
1091,1709,yes,0.8,no,8,1,58,0.8,136,2,10,956,1292,1781,18,3,17,yes,0,No,0
1092,846,Yes,2.6,no,0,1,58,0.1,123,4,15,1140,1983,2248,16,8,13,yes,0,not,0
1093,1403,Yes,2.5,yes,3,0,62,0.9,90,4,13,217,1623,921,14,13,18,Yes,0,no,0
1094,688,YES,1.5,no,0,0,2,1,89,3,2,271,869,391,5,2,8,yes,1,yes,0
1095,775,Has,2.5,yes,1,1,10,0.1,185,7,14,444,1555,1719,19,3,18,yes,1,yes,0
1096,1154,no,2,no,6,1,35,0.8,159,5,16,1003,1827,3262,16,15,16,yes,0,no,1
1097,1375,no,0.5,Yes,2,1,35,0.1,194,2,3,227,772,1947,15,13,15,yes,1,Yes,0
1098,1827,Yes,0.8,no,4,0,61,0.9,130,7,9,253,1764,2693,8,3,7,no,1,yes,1
1099,1697,no,0.5,no,0,1,60,0.1,90,4,0,88,1046,441,15,1,11,Yes,1,no,0
1100,741,Not,1.5,no,1,0,14,0.3,178,5,13,334,594,1886,19,11,9,yes,1,yes,0
1101,1672,yes,0.5,yes,13,1,32,0.7,174,1,20,1281,1896,1267,17,4,20,yes,1,no,0
1102,514,Yes,0.7,No,4,0,57,0.1,186,3,7,168,1320,687,6,0,20,yes,1,Yes,0
1103,1375,Has,1.3,yes,2,0,12,0.1,105,1,13,898,1687,2890,17,1,12,no,0,No,1
1104,989,has,1.8,yes,4,1,55,0.7,124,1,12,46,1069,1737,8,5,10,yes,0,Yes,0
1105,1510,yes,2.5,yes,11,0,47,0.7,138,2,13,118,1170,887,18,6,5,No,0,no,0
1106,1266,NO,2.6,No,1,0,18,0.4,86,7,2,1187,1595,398,16,8,3,Yes,1,YES,0
1107,1396,no,2.4,Yes,0,0,46,0.1,138,7,1,1191,1347,2389,7,3,15,no,0,yes,0
1108,808,Not,2.3,no,3,0,45,0.8,161,1,9,526,1324,3431,15,6,13,no,1,yes,1
1109,1542,no,2.3,Not,1,0,43,0.8,182,2,11,346,966,3601,14,4,16,no,0,no,1
1110,745,yes,0.6,Has,5,0,35,0.8,102,8,10,89,1538,2459,14,1,16,Yes,1,Not,0
1111,1735,yes,1.9,yes,0,1,59,0.7,148,6,0,137,846,3230,6,1,9,yes,1,No,1
1112,586,No,0.5,yes,1,0,57,0.3,188,2,5,1226,1389,3646,15,4,11,yes,1,Yes,1
1113,1341,yes,2.1,YES,0,0,36,0.4,107,8,1,473,574,2200,18,14,15,no,1,no,0
1114,781,yes,1.3,yes,1,0,64,0.2,88,2,7,368,607,3862,17,10,9,no,0,no,1
1115,501,yes,0.5,yes,14,0,22,0.5,174,6,20,239,1636,3077,17,3,17,no,0,no,0
1116,1224,Yes,1.8,yes,2,1,44,0.2,139,2,9,622,709,621,11,4,14,YES,1,yes,0
1117,1970,NO,1.6,yes,11,1,58,0.3,80,8,19,654,882,2372,14,12,2,yes,1,No,0
1118,618,Yes,2.2,yes,0,1,63,0.9,138,2,1,853,1781,2574,14,3,5,yes,1,No,0
1119,1537,no,2.9,no,11,1,46,0.8,158,4,17,686,1305,2857,17,14,2,yes,1,yes,1
1120,1018,no,2.2,no,8,0,16,0.6,153,8,10,992,1433,3143,17,12,20,Not,1,no,1
1121,1545,no,1.3,Yes,15,1,35,0.1,173,5,20,115,1352,3197,14,9,6,yes,0,yes,1
1122,1871,No,2.1,No,4,1,41,0.4,144,8,5,275,1966,2727,15,8,11,yes,0,No,1
1123,1729,Yes,2.1,Yes,1,0,12,0.9,186,1,6,461,1178,1519,9,4,5,Yes,0,yes,0
1124,680,has,2.1,yes,9,1,9,0.1,131,3,11,1428,1500,2438,14,2,17,yes,0,no,0
1125,1106,yes,1.9,no,4,0,54,0.7,107,3,9,614,1212,2674,9,3,9,YES,0,yes,0
1126,635,yes,0.6,Yes,1,1,50,0.3,97,5,13,193,989,2107,13,12,12,yes,0,not,0
1127,618,No,0.6,No,8,0,16,0.2,143,1,14,1105,1602,2262,16,15,4,no,1,no,0
1128,1671,NO,0.5,yes,13,0,5,0.9,179,8,18,398,1263,815,16,6,10,yes,1,yes,0
1129,1562,yes,1.2,yes,0,1,52,0.1,105,7,9,480,728,2829,13,10,3,has,1,YES,0
1130,1975,Yes,1.9,yes,2,0,31,0.9,151,1,17,775,1607,3022,13,5,19,Not,0,yes,1
1131,831,yes,0.7,no,2,1,62,0.7,134,8,9,1482,1490,2573,16,12,18,yes,0,yes,0
1132,1524,yes,1.8,yes,0,0,10,0.6,174,4,1,154,550,2678,16,5,13,YES,0,Yes,0
1133,1528,yes,1.8,yes,3,1,55,0.8,129,5,6,454,1762,1282,11,9,11,yes,1,yes,0
1134,1447,yes,2.5,Yes,2,0,9,0.2,155,8,16,737,1455,568,12,11,8,not,0,No,0
1135,1344,no,1.5,No,1,0,14,0.5,190,1,3,419,556,2074,8,1,5,yes,1,no,0
1136,564,no,3,yes,1,0,8,0.7,130,2,3,853,1737,2227,9,2,14,yes,0,Yes,0
1137,921,NO,0.6,yes,1,0,60,0.1,83,2,3,1211,1229,1080,10,0,6,No,0,yes,0
1138,1413,yes,1.7,no,2,0,10,0.2,200,6,6,314,1606,2867,5,4,15,no,1,no,0
1139,831,Not,2.4,No,10,0,55,0.5,86,6,12,172,1239,1075,12,11,3,YES,1,No,0
1140,802,NO,0.5,Has,3,0,43,0.6,153,5,6,527,734,3063,17,13,4,no,1,no,0
1141,1923,Not,1.3,Not,3,0,24,1,86,4,4,874,1264,2479,9,2,15,yes,1,no,0
1142,1193,yes,3,no,10,0,56,0.4,196,3,17,674,864,2394,19,11,14,yes,1,no,0
1143,904,Yes,1.2,yes,10,1,31,0.8,112,3,11,657,1014,2814,13,3,19,YES,0,no,0
1144,1285,no,2.4,NO,1,1,51,1,140,7,2,475,500,2094,8,0,10,yes,0,no,0
1145,1635,No,2.6,yes,0,1,2,0.6,182,4,0,1209,1411,2315,10,1,2,YES,1,No,0
1146,1923,no,1,yes,5,1,14,0.9,154,4,6,15,525,2519,13,0,16,yes,0,yes,0
1147,1851,yes,1.9,yes,3,1,12,0.9,198,6,11,293,1967,735,7,6,14,Has,0,yes,0
1148,727,yes,1.5,no,0,1,32,1,131,7,1,813,1377,1891,19,13,7,Yes,0,yes,0
1149,1396,No,1.5,yes,0,1,44,0.1,118,6,1,173,1843,1386,7,1,8,yes,1,yes,0
1150,877,NO,1.3,yes,9,1,46,0.8,135,1,14,457,652,3260,14,12,6,Has,0,Not,0
1151,696,Has,2.4,no,11,1,35,0.2,103,3,13,533,797,2022,14,11,4,yes,0,yes,0
1152,1009,YES,1,yes,2,0,2,0.6,102,8,14,912,1043,1716,7,5,15,no,0,NO,0
1153,1526,no,1.1,YES,2,1,38,0.3,116,5,6,798,1418,3317,7,1,8,yes,1,yes,1
1154,987,no,2,yes,1,0,20,0.8,192,7,3,412,565,1454,11,3,8,Has,1,no,0
1155,1414,YES,2.2,yes,0,1,49,0.5,101,4,1,130,887,2290,13,0,12,yes,1,no,0
1156,1732,No,0.8,No,2,0,61,0.3,172,5,3,201,656,3940,17,11,20,No,1,Yes,1
1157,1587,Yes,0.5,no,0,0,50,0.9,148,8,15,299,874,461,17,4,4,yes,0,yes,0
1158,1097,No,0.8,no,10,1,21,0.1,160,7,15,1277,1352,2219,15,6,12,yes,0,yes,0
1159,504,no,2.8,yes,0,0,40,0.5,178,3,0,626,1195,470,6,0,16,yes,0,NO,0
1160,1159,no,2.7,no,13,1,28,0.2,80,8,18,378,751,2495,10,0,9,Has,1,yes,0
1161,1910,no,1.4,no,0,0,29,0.6,146,7,2,333,639,2944,8,7,2,YES,1,Has,0
1162,865,no,1.2,YES,8,0,59,0.1,159,3,9,805,1804,2361,16,11,19,Yes,0,yes,0
1163,1930,has,2,No,11,0,16,0.8,186,8,12,1901,1920,1783,17,3,13,no,0,yes,0
1164,860,Yes,1.3,yes,8,1,40,0.7,170,3,13,1573,1581,2832,13,7,20,yes,1,yes,0
1165,1268,yes,2.9,no,9,1,42,0.9,182,6,17,360,912,931,11,5,20,yes,1,no,0
1166,999,yes,1.8,yes,0,1,27,0.1,167,4,1,20,745,1344,17,10,5,yes,0,no,0
1167,622,no,0.7,No,0,1,9,0.3,127,2,0,98,511,3916,13,1,5,Has,0,yes,0
1168,1250,yes,1.4,no,8,0,44,0.2,182,7,20,703,1011,1882,14,1,14,no,0,no,0
1169,763,yes,0.5,no,9,1,51,0.3,104,5,12,273,1278,2865,11,6,9,yes,1,yes,0
1170,1100,yes,1.6,No,12,0,15,0.1,112,8,14,919,1344,757,12,2,16,yes,1,yes,0
1171,815,NO,2,yes,4,0,51,0.3,85,6,12,982,1291,3469,5,4,6,yes,0,yes,1
1172,618,YES,0.5,YES,2,1,57,0.2,88,3,7,879,896,2399,18,15,17,yes,1,Yes,0
1173,553,Yes,2.2,yes,0,1,18,0.7,136,2,1,1287,1892,3300,12,10,20,yes,0,no,1
1174,673,yes,2.2,has,2,0,3,0.4,84,2,9,1109,1247,2719,19,2,9,YES,1,yes,0
1175,563,no,2,YES,3,0,47,0.3,115,7,12,211,684,3012,14,4,15,yes,0,NO,0
1176,1590,No,1.5,yes,12,1,14,0.5,187,4,15,1058,1109,2836,6,5,4,yes,0,no,1
1177,1031,yes,2.1,yes,2,1,11,0.1,121,2,9,532,1247,2385,11,7,16,Yes,0,no,0
1178,909,has,0.5,yes,9,0,30,0.4,97,3,10,290,773,594,12,0,4,yes,1,Has,0
1179,1880,Not,0.5,no,0,1,7,0.6,104,4,1,890,1019,2968,9,0,3,Yes,1,no,1
1180,1479,yes,1.8,yes,0,1,24,0.1,146,6,0,327,645,3762,12,10,5,Yes,0,no,1
1181,1271,no,1.5,yes,0,0,2,0.9,161,1,1,1260,1788,892,15,13,20,no,1,NO,0
1182,709,No,1.9,no,11,1,13,0.1,81,8,15,570,1422,467,17,11,5,yes,1,yes,0
1183,1744,no,2.8,not,0,1,62,0.7,158,1,0,621,1558,345,10,6,14,yes,0,no,0
1184,1314,yes,2.2,no,0,1,40,0.8,116,7,1,328,1858,3033,9,8,17,yes,1,has,1
1185,1136,no,0.5,no,0,1,9,0.9,150,6,2,1307,1767,2110,9,5,16,yes,0,yes,0
1186,1039,yes,2.7,No,11,0,56,0.3,125,8,13,497,618,3105,14,8,5,no,1,yes,0
1187,1300,yes,0.5,not,5,0,62,0.1,156,6,7,219,1037,874,15,3,10,yes,1,no,0
1188,732,yes,2.3,yes,7,1,39,0.6,188,7,11,1163,1554,3681,19,3,15,yes,1,Yes,1
1189,511,no,0.7,yes,1,1,52,0.7,180,2,10,24,759,3865,8,3,7,yes,0,YES,0
1190,1092,yes,0.5,YES,10,0,11,0.5,167,3,14,468,571,737,14,4,11,no,1,no,0
1191,921,yes,2.2,Has,12,1,10,0.1,170,7,18,1272,1469,3153,8,2,11,yes,1,no,1
1192,1030,Yes,0.5,Not,4,1,37,0.7,147,1,8,503,551,2800,8,6,12,yes,0,yes,0
1193,1130,no,1.8,yes,0,0,27,0.9,101,1,8,1495,1579,315,14,5,11,yes,1,no,0
1194,1299,no,2.8,YES,2,0,60,0.8,187,8,6,1333,1838,1412,13,1,20,no,1,yes,0
1195,1009,yes,2.8,yes,7,1,2,0.6,115,7,15,267,1841,2286,19,8,13,yes,0,not,0
1196,1735,Not,1.8,Yes,16,0,34,0.1,140,2,17,149,876,2392,17,15,19,YES,0,has,0
1197,1129,YES,2.8,yes,0,0,49,0.5,185,2,2,1070,1079,1857,8,4,5,Yes,1,Yes,0
1198,708,no,1.9,no,0,0,26,0.3,116,7,1,206,620,1419,10,6,16,YES,1,yes,0
1199,894,no,0.7,no,2,1,58,0.1,123,2,3,158,747,3305,12,7,2,YES,0,Not,0
1200,530,no,2.4,no,1,0,32,0.3,88,6,20,48,1012,959,17,7,6,no,1,no,0
1201,1481,yes,2,yes,0,0,35,0.5,105,3,0,249,522,2635,17,16,4,yes,0,yes,0
1202,1068,no,2.7,yes,0,1,45,0.6,194,5,1,935,1499,1754,17,7,9,has,0,yes,0
1203,1487,Not,0.5,no,6,1,57,0.7,84,3,12,140,768,2563,18,4,14,yes,0,no,0
1204,1524,no,2.5,yes,11,1,41,1,96,4,20,184,740,1936,7,0,9,Yes,1,yes,0
1205,1093,no,1.9,yes,2,1,22,0.3,196,8,14,238,807,1869,8,5,4,yes,1,yes,0
1206,1816,yes,1.6,yes,0,0,50,0.1,186,5,2,800,1089,3637,11,7,16,no,0,yes,1
1207,627,no,1.8,no,2,0,20,0.8,142,3,8,211,507,896,17,6,14,no,0,no,0
1208,989,YES,0.7,NO,13,1,51,0.4,132,3,15,670,804,2349,10,1,20,Yes,0,yes,0
1209,1895,NO,0.5,No,2,1,5,0.7,134,1,11,725,1335,774,15,4,6,yes,1,No,0
1210,805,yes,1.7,Yes,0,1,58,0.9,168,3,10,81,1544,3397,7,6,2,yes,0,No,0
1211,713,YES,1.6,No,7,1,2,0.4,181,8,9,1211,1378,485,10,6,4,yes,1,yes,0
1212,864,Not,2.5,No,10,1,24,0.7,148,4,15,1362,1378,3964,13,8,12,Yes,1,no,1
1213,1177,no,0.9,Not,1,0,11,1,181,4,7,945,1923,1887,8,5,11,yes,1,yes,0
1214,582,no,0.5,no,8,0,32,0.7,107,3,11,1043,1702,2977,6,1,20,Not,1,Yes,0
1215,1898,no,1.8,yes,3,1,56,0.2,185,7,4,444,739,2114,10,5,19,yes,1,Yes,0
1216,1158,No,0.7,yes,1,1,29,0.7,123,2,20,311,1796,1542,17,9,15,yes,0,Yes,0
1217,1451,YES,0.5,No,5,1,57,0.6,181,8,12,812,1456,3038,15,7,18,yes,0,yes,1
1218,1820,yes,1.4,No,5,0,51,0.9,163,7,10,202,1884,2481,11,9,11,No,0,NO,0
1219,984,no,0.5,yes,3,1,9,0.8,140,3,20,531,707,841,18,15,16,yes,0,no,0
1220,580,Yes,2.1,Yes,0,0,24,0.4,135,4,5,404,898,3565,12,11,8,Yes,0,yes,0
1221,1263,yes,2,NO,0,0,5,0.4,146,6,3,954,1609,1958,9,6,4,has,1,Yes,0
1222,1237,no,0.5,no,2,0,27,0.1,87,8,5,274,603,2454,14,0,8,yes,1,yes,0
1223,514,yes,1.6,no,7,1,37,0.1,172,1,9,956,1723,3392,12,8,5,Yes,1,Yes,1
1224,1515,no,2.6,NO,0,1,56,0.9,184,3,1,1438,1593,262,14,4,20,has,1,no,0
1225,721,no,0.5,Yes,6,1,6,0.4,194,4,9,1446,1988,530,8,4,8,yes,0,yes,0
1226,603,YES,2.5,yes,3,0,35,0.7,126,3,16,692,1057,3703,13,1,9,not,0,yes,1
1227,1426,Yes,2.5,no,2,1,55,0.4,109,1,7,777,1032,2562,5,1,3,yes,0,no,0
1228,1820,yes,1.7,Yes,0,1,64,0.6,161,1,3,1157,1951,574,10,2,18,yes,1,no,0
1229,1215,NO,1,no,4,0,16,0.1,130,4,8,454,1473,2632,7,1,15,no,0,Has,0
1230,697,no,2.7,yes,5,1,20,0.4,173,2,6,478,1477,259,12,6,4,has,1,yes,0
1231,717,yes,0.5,Yes,4,0,10,0.6,198,1,5,217,1106,688,10,7,15,no,1,no,0
1232,1348,yes,2,yes,5,0,36,0.3,145,6,6,468,741,2554,19,1,12,no,1,no,0
1233,1164,yes,2.6,Has,0,0,61,0.3,88,1,6,1107,1656,3859,11,10,17,Not,1,no,1
1234,578,yes,0.5,No,9,1,62,0.3,170,5,13,626,1134,2977,15,12,5,has,1,Yes,0
1235,1971,Yes,0.5,YES,0,0,40,0.3,186,7,19,485,922,571,8,7,17,Yes,1,No,0
1236,1794,yes,0.5,yes,5,1,55,0.5,86,7,7,43,627,402,14,7,14,yes,0,Yes,0
1237,1558,YES,2.5,not,2,1,32,0.1,114,5,3,322,1385,878,16,5,17,yes,1,yes,0
1238,1597,yes,0.9,No,4,1,4,0.5,85,1,19,880,1145,2130,8,3,15,YES,1,no,0
1239,1240,no,1.6,no,0,0,39,0.1,146,2,9,1511,1756,3260,13,1,17,No,0,Yes,1
1240,1994,yes,0.8,has,2,1,7,0.6,88,8,4,667,711,454,11,8,6,Yes,1,no,0
1241,1221,no,2.3,Not,7,1,35,0.4,152,7,19,765,1899,2638,19,16,14,yes,1,yes,0
1242,989,yes,1.6,has,11,1,24,0.6,156,8,17,614,679,2819,16,13,5,Yes,0,Yes,0
1243,1180,yes,1.2,Not,5,1,50,1,144,4,20,925,1252,1464,7,3,20,yes,1,yes,0
1244,718,No,2.8,NO,10,0,59,0.8,113,6,13,1185,1387,1824,11,9,3,Yes,1,no,0
1245,1670,Has,1.6,yes,0,0,47,0.8,139,8,15,1706,1886,876,16,0,5,has,1,No,0
1246,534,Yes,2.5,NO,1,1,21,0.3,164,7,9,347,1477,2706,7,5,18,yes,1,no,0
1247,1566,yes,0.5,Yes,0,0,20,0.5,126,2,0,1603,1930,659,14,9,13,Yes,1,yes,0
1248,1935,No,0.5,no,0,1,29,0.6,124,5,9,806,860,455,9,2,6,Yes,0,YES,0
1249,504,YES,2.8,yes,2,0,54,0.4,163,2,10,1207,1539,2378,17,11,2,yes,0,No,0
1250,913,no,1.7,has,1,1,41,0.3,103,1,14,431,1144,2278,15,3,18,yes,1,no,0
1251,1317,No,1.8,YES,2,0,43,0.5,113,5,3,179,613,3436,16,13,5,Not,1,yes,1
1252,917,yes,0.5,no,1,1,31,0.5,88,6,2,423,909,3424,19,2,13,yes,1,no,1
1253,712,no,2.5,YES,1,0,49,0.6,99,6,3,1131,1743,401,5,0,10,YES,0,yes,0
1254,1083,no,1,No,6,0,52,0.9,126,2,20,925,1469,681,19,18,19,yes,1,yes,0
1255,1039,no,0.6,no,5,1,6,0.1,136,6,8,62,544,3212,15,7,7,yes,0,yes,0
1256,1747,NO,0.5,no,4,0,13,0.7,185,6,12,800,873,3105,7,1,10,Has,0,no,1
1257,1449,yes,0.5,yes,0,0,52,0.6,105,6,0,211,947,2036,5,1,10,No,1,not,0
1258,1872,yes,0.5,YES,14,0,49,0.2,139,7,18,81,1389,3153,16,15,5,yes,1,no,1
1259,1796,NO,1.6,yes,5,0,7,0.1,101,4,6,667,798,1642,9,4,3,no,1,yes,0
1260,1097,no,1.4,no,0,0,60,0.8,181,1,17,405,519,509,15,12,12,YES,0,no,0
1261,1562,no,0.5,yes,1,1,20,0.8,172,8,10,678,1676,3465,16,11,6,YES,1,no,1
1262,1433,yes,2.3,No,8,1,27,0.9,153,7,12,1619,1651,3900,18,16,2,Yes,0,YES,1
1263,740,no,1.8,no,1,0,12,0.2,123,1,11,935,1147,1105,7,6,19,No,1,yes,0
1264,676,no,2.2,no,1,1,39,0.2,84,1,5,864,1011,2064,13,7,6,Yes,0,no,0
1265,503,Yes,1.8,yes,1,1,13,0.7,131,1,4,1495,1688,3117,19,6,9,yes,0,yes,1
1266,1020,NO,1.5,not,13,1,7,0.7,96,3,18,870,1613,1142,13,9,8,has,0,yes,0
1267,896,No,1,yes,3,1,4,0.3,111,1,4,1379,1469,1060,12,10,4,yes,1,has,0
1268,1824,yes,0.8,Not,4,1,19,0.9,143,2,5,1055,1738,2381,14,1,5,has,0,No,0
1269,1512,no,0.6,yes,1,1,54,0.4,134,3,2,220,1838,3366,7,3,11,yes,0,has,1
1270,1053,no,2.9,no,7,0,42,0.9,126,6,17,419,1261,1339,17,0,14,no,0,yes,0
1271,1944,YES,1.8,yes,0,1,31,0.8,87,4,10,1111,1362,2560,7,3,8,YES,0,No,1
1272,1174,No,0.7,yes,1,1,25,0.8,91,2,8,1097,1461,285,19,7,3,yes,0,YES,0
1273,627,yes,1.6,yes,3,1,12,0.2,131,7,17,447,819,2476,17,1,10,Yes,0,no,0
1274,1602,no,2.7,not,4,1,46,0.6,118,1,5,273,1062,1862,16,9,2,yes,0,YES,0
1275,1733,yes,1.5,yes,4,1,6,0.9,170,1,15,590,997,3488,6,4,10,yes,1,yes,1
1276,586,No,1.4,yes,10,1,8,0.5,142,8,14,116,598,3178,9,7,10,Yes,0,yes,0
1277,1528,no,2.4,Not,2,0,37,0.2,156,8,3,306,564,733,15,0,14,yes,1,no,0
1278,875,no,0.7,NO,2,0,23,0.1,110,7,7,300,1316,756,14,5,6,No,0,NO,0
1279,1602,Not,0.6,no,12,0,58,0.4,170,1,13,1259,1746,3622,17,2,17,no,1,yes,1
1280,1426,no,1.6,no,4,1,12,0.7,174,5,16,1573,1694,1277,14,9,5,yes,0,No,0
1281,1370,No,1.4,no,5,1,6,0.2,158,6,8,1392,1783,3703,13,10,11,Yes,1,no,1
1282,609,YES,0.5,no,4,1,10,0.1,81,6,6,113,1524,1905,16,3,18,yes,1,Yes,0
1283,840,no,1.2,Has,5,1,15,0.3,178,6,8,526,1728,2636,12,2,6,YES,1,Not,0
1284,991,no,2,no,2,1,12,0.3,158,5,6,1209,1678,2014,11,9,10,Yes,0,no,0
1285,1724,Yes,1.8,No,0,1,9,0.8,100,2,1,655,828,3056,18,16,6,Has,0,No,1
1286,584,yes,1.8,no,0,1,19,0.3,168,3,0,1123,1622,465,12,8,4,Yes,1,not,0
1287,860,yes,1.3,YES,1,1,49,0.7,141,6,13,692,979,3869,16,14,20,has,1,Yes,1
1288,1541,yes,2.8,yes,10,1,28,0.2,165,5,15,796,1052,1108,12,1,7,yes,0,Yes,0
1289,615,yes,0.5,yes,7,0,58,0.5,130,5,8,1021,1958,1906,14,5,5,Yes,0,not,0
1290,912,has,2.8,yes,6,1,46,0.4,84,4,11,995,1310,851,8,4,4,YES,1,Has,0
1291,1278,Yes,1.2,no,10,1,60,0.6,172,7,14,1244,1504,3142,11,4,19,yes,0,yes,1
1292,1365,not,0.6,no,0,1,31,0.3,125,4,0,293,970,1300,14,7,13,yes,0,Yes,0
1293,1702,no,1,no,7,0,36,0.1,177,5,9,1240,1931,1430,8,6,10,No,0,no,0
1294,589,yes,0.5,no,1,1,59,0.7,146,8,4,759,1858,362,16,10,6,yes,1,yes,0
1295,1347,No,1.5,yes,10,0,56,0.3,95,1,19,398,1528,2456,13,0,13,has,1,Yes,0
1296,1644,no,2.8,no,0,1,44,1,137,8,0,358,791,2360,7,4,19,yes,0,no,0
1297,956,no,1.9,has,1,0,42,0.1,133,7,11,403,1614,3700,10,0,7,yes,1,no,1
1298,1089,No,1.4,yes,10,0,2,0.1,153,7,20,211,1409,2620,7,5,13,yes,0,no,0
1299,871,no,0.6,not,2,0,52,0.1,178,3,3,194,1437,437,14,7,17,Yes,0,no,0
1300,664,no,1.5,no,5,1,6,0.9,164,2,19,1076,1472,3774,11,5,18,Yes,0,no,1
1301,1874,yes,0.6,no,1,0,19,0.8,192,2,9,1238,1418,1218,15,10,17,no,1,no,0
1302,1928,no,2.6,no,5,0,5,0.8,162,5,16,229,1004,696,14,12,15,YES,1,yes,0
